1666	0.999943	0.000121	-0.201233	-0.000121	0.999943	0.003418	
1667	1.000114	0.000004	0.124695	-0.000004	1.000114	-0.285889	
1668	0.999898	-0.000118	0.185120	0.000118	0.999898	-0.764648	
1669	0.999464	-0.000094	0.755737	0.000094	0.999464	-0.063477	
1670	0.999750	0.000227	-0.100037	-0.000227	0.999750	0.021790	
1671	1.000084	0.000091	-0.126221	-0.000091	1.000084	-0.133789	
1672	0.999837	0.000220	0.078125	-0.000220	0.999837	0.108521	
1673	1.000193	-0.000179	0.023071	0.000179	1.000193	-0.307861	
1674	1.000054	-0.000016	-0.016846	0.000016	1.000054	-0.146423	
1675	1.000322	0.000008	-0.230286	-0.000008	1.000322	-0.170532	
1676	1.000112	0.000197	-0.077026	-0.000197	1.000112	0.029114	
1677	1.000482	0.000137	-0.278992	-0.000137	1.000482	-0.290955	
1678	0.999718	-0.000056	0.368591	0.000056	0.999718	0.004028	
1679	1.000106	0.000115	-0.226868	-0.000115	1.000106	-0.225952	
1680	1.000000	0.000190	-0.093994	-0.000190	1.000000	-0.066956	
1681	1.000118	-0.000068	0.086121	0.000068	1.000118	-0.459534	
1682	1.000076	-0.000092	0.133240	0.000092	1.000076	-0.151855	
1683	1.000111	0.000138	-0.275391	-0.000138	1.000111	-0.111328	
1684	0.999962	0.000141	0.074585	-0.000141	0.999962	0.064514	
1685	1.000310	0.000121	-0.240906	-0.000121	1.000310	-0.066284	
1686	0.999929	0.000001	0.034851	-0.000001	0.999929	0.039612	
1687	1.000076	0.000089	-0.209106	-0.000089	1.000076	0.065613	
1688	0.999958	0.000230	0.007874	-0.000230	0.999958	-0.026184	
1689	1.000156	0.000280	-0.151611	-0.000280	1.000156	-0.167908	
1690	1.000198	0.000314	-0.172913	-0.000314	1.000198	-0.036987	
1691	1.000183	-0.000249	0.002930	0.000249	1.000183	-0.329956	
1692	1.000113	0.000224	-0.212280	-0.000224	1.000113	0.153381	
1693	1.000160	0.000076	0.044434	-0.000076	1.000160	-0.039795	
1694	1.000131	0.000236	-0.171631	-0.000236	1.000131	-0.165527	
1695	1.000186	-0.000133	0.016846	0.000133	1.000186	-0.275879	
1696	0.999734	0.000209	-0.063416	-0.000209	0.999734	0.210754	
1697	1.000202	-0.000014	0.076294	0.000014	1.000202	0.021179	
1698	0.999943	0.000270	-0.174866	-0.000270	0.999943	0.047668	
1699	1.000082	0.000188	0.031616	-0.000188	1.000082	-0.359802	
1700	1.000009	0.000152	0.050293	-0.000152	1.000009	-0.401611	
1701	1.000275	-0.000024	-0.216614	0.000024	1.000275	-0.244080	
1702	1.000036	-0.000123	0.019897	0.000123	1.000036	0.074097	
1703	1.000211	0.000164	-0.265076	-0.000164	1.000211	-0.052124	
1704	1.000010	0.000039	-0.022583	-0.000039	1.000010	-0.053162	
1705	1.000300	-0.000012	0.088501	0.000012	1.000300	-0.212585	
1706	1.000144	-0.000096	0.014587	0.000096	1.000144	-0.230835	
1707	1.000201	-0.000095	-0.072083	0.000095	1.000201	-0.194702	
1708	0.999693	0.000023	0.279785	-0.000023	0.999693	0.265869	
1709	1.000510	0.000398	-0.122070	-0.000398	1.000510	-0.266663	
1710	0.999846	-0.000125	0.037842	0.000125	0.999846	-0.099426	
1711	0.999963	-0.000091	0.064148	0.000091	0.999963	-0.174011	
1712	0.999962	0.000683	-0.301697	-0.000683	0.999962	0.387573	
1713	1.000045	-0.000001	-0.017883	0.000001	1.000045	-0.064758	
1714	0.999767	-0.000058	0.316467	0.000058	0.999767	-0.002563	
1715	1.000225	-0.000095	0.095459	0.000095	1.000225	-0.392761	
1716	1.000176	0.000357	-0.238770	-0.000357	1.000176	-0.114807	
1717	1.000055	0.000112	0.406494	-0.000112	1.000055	0.013367	
1718	1.000127	0.000026	0.007080	-0.000026	1.000127	-0.119263	
1719	1.000121	-0.000197	0.095642	0.000197	1.000121	-0.517883	
1720	0.999977	0.000233	-0.100464	-0.000233	0.999977	-0.042114	
1721	1.000184	-0.000063	-0.217834	0.000063	1.000184	-0.131104	
1722	0.999860	-0.000207	0.322266	0.000207	0.999860	0.034607	
1723	1.000234	-0.000083	-0.129333	0.000083	1.000234	-0.028625	
1724	0.999815	0.000279	0.077759	-0.000279	0.999815	0.170471	
1725	1.000127	0.000005	-0.100769	-0.000005	1.000127	-0.138245	
1726	0.999958	0.000116	-0.028625	-0.000116	0.999958	0.047302	
1727	1.000162	-0.000073	0.160706	0.000073	1.000162	-0.160339	
1728	1.000142	0.000031	0.034058	-0.000031	1.000142	-0.113525	
1729	1.000074	0.000157	0.368347	-0.000157	1.000074	0.057373	
1730	0.999982	0.000094	0.086853	-0.000094	0.999982	-0.198364	
1731	1.000110	0.000160	-0.107666	-0.000160	1.000110	-0.153259	
1732	0.999812	0.000020	0.230835	-0.000020	0.999812	-0.061707	
1733	1.000168	0.000010	-0.038147	-0.000010	1.000168	-0.042358	
1734	0.999881	-0.000044	0.366333	0.000044	0.999881	0.095032	
1735	1.000031	0.000107	-0.031677	-0.000107	1.000031	-0.065308	
1736	1.000098	0.000440	-0.183899	-0.000440	1.000098	-0.298096	
1737	1.000053	0.000170	-0.085693	-0.000170	1.000053	-0.299988	
1738	1.000029	0.000395	-0.279053	-0.000395	1.000029	-0.052002	
1739	1.000062	0.000553	-0.254089	-0.000553	1.000062	0.270569	
1740	1.000003	0.000298	-0.090088	-0.000298	1.000003	-0.234497	
1741	1.000201	-0.000006	0.314209	0.000006	1.000201	-0.329590	
1742	0.999832	0.000081	-0.209595	-0.000081	0.999832	-0.246643	
1743	1.000116	0.000325	-0.226318	-0.000325	1.000116	0.002075	
1744	0.999972	0.000177	-0.064453	-0.000177	0.999972	-0.046753	
1745	1.000142	0.000162	0.045776	-0.000162	1.000142	-0.503418	
1746	0.999561	0.000433	0.045776	-0.000433	0.999561	0.256592	
1747	1.000160	-0.000015	0.012634	0.000015	1.000160	-0.434265	
1748	1.000004	-0.000228	0.247986	0.000228	1.000004	-0.465088	
1749	1.000260	0.000295	-0.259460	-0.000295	1.000260	-0.239990	
1750	0.999750	0.000119	0.046692	-0.000119	0.999750	-0.217102	
1751	1.000184	0.000137	-0.029358	-0.000137	1.000184	-0.510620	
1752	1.000001	0.000063	-0.089172	-0.000063	1.000001	-0.107056	
1753	0.999881	0.000586	0.030029	-0.000586	0.999881	0.024597	
1754	0.999787	0.000145	0.338501	-0.000145	0.999787	-0.391663	
1755	1.000223	0.000113	-0.152710	-0.000113	1.000223	-0.645142	
1756	0.999771	0.000194	-0.046997	-0.000194	0.999771	-0.052246	
1757	0.999942	0.000147	0.015076	-0.000147	0.999942	-0.208374	
1758	0.999909	-0.000072	0.118103	0.000072	0.999909	-0.088928	
1759	1.000003	0.000473	-0.072144	-0.000473	1.000003	-0.060181	
1760	1.000128	-0.000084	-0.158508	0.000084	1.000128	-0.339661	
1761	0.999666	0.000506	-0.444519	-0.000506	0.999666	0.231934	
1762	0.999925	0.000341	-0.067444	-0.000341	0.999925	0.084595	
1763	1.000327	0.000345	-0.298157	-0.000345	1.000327	-0.168640	
1764	0.999962	0.000198	-0.077087	-0.000198	0.999962	-0.176086	
1765	1.000234	-0.000035	-0.406250	0.000035	1.000234	-0.333130	
1766	0.999816	0.000082	0.150513	-0.000082	0.999816	-0.148865	
1767	1.000452	0.000907	-0.677490	-0.000907	1.000452	-0.076599	
1768	1.000239	0.000205	-0.350708	-0.000205	1.000239	-0.374817	
1769	1.000218	-0.000010	0.146606	0.000010	1.000218	-0.594788	
1770	1.000091	0.000183	-0.192078	-0.000183	1.000091	-0.221436	
1771	1.000164	0.000032	-0.144897	-0.000032	1.000164	-0.272095	
1772	0.999842	0.000370	-0.074463	-0.000370	0.999842	0.307434	
1773	1.000209	0.000017	-0.118652	-0.000017	1.000209	-0.350891	
1774	1.000005	-0.000050	0.072510	0.000050	1.000005	-0.163696	
1775	1.000206	0.000026	-0.090576	-0.000026	1.000206	-0.192444	
1776	0.999937	0.000102	-0.234192	-0.000102	0.999937	-0.298584	
1777	1.000220	0.000060	-0.049866	-0.000060	1.000220	-0.259338	
1778	1.000059	0.000117	-0.035767	-0.000117	1.000059	-0.222717	
1779	1.000136	-0.000033	-0.314697	0.000033	1.000136	-0.319336	
1780	1.000050	0.000106	-0.090576	-0.000106	1.000050	-0.184448	
1781	1.000229	0.000139	-0.258301	-0.000139	1.000229	-0.071655	
1782	0.999904	0.000334	-0.011475	-0.000334	0.999904	0.161987	
1783	1.000211	-0.000045	-0.081177	0.000045	1.000211	-0.265076	
1784	1.000153	0.000140	-0.022400	-0.000140	1.000153	-0.222107	
1785	1.000134	0.000013	-0.033691	-0.000013	1.000134	-0.098267	
1786	1.000020	0.000702	-0.725220	-0.000702	1.000020	0.236694	
1787	1.000201	0.000020	-0.101990	-0.000020	1.000201	-0.189819	
1788	1.000068	0.000067	0.046387	-0.000067	1.000068	0.014099	
1789	1.000256	-0.000134	0.020386	0.000134	1.000256	-0.390076	
1790	1.000011	0.000142	-0.124573	-0.000142	1.000011	0.220703	
1791	1.000251	0.000041	0.081543	-0.000041	1.000251	-0.255981	
1792	0.999988	0.000299	-0.142212	-0.000299	0.999988	0.124268	
1793	1.000166	0.000917	-0.748779	-0.000917	1.000166	0.129761	
1794	1.000056	-0.000363	0.348694	0.000363	1.000056	-0.191528	
1795	1.000257	0.000060	-0.107788	-0.000060	1.000257	-0.174133	
1796	1.000026	-0.000014	0.169006	0.000014	1.000026	-0.030945	
1797	0.999985	0.000315	-0.047363	-0.000315	0.999985	0.270264	
1798	0.999667	-0.000071	1.060486	0.000071	0.999667	-0.607666	
1799	1.000101	0.000508	-0.087524	-0.000508	1.000101	0.395386	
1800	1.000038	0.000186	0.036621	-0.000186	1.000038	0.084290	
1801	0.999803	0.000599	-0.250427	-0.000599	0.999803	0.416687	
1802	1.000009	0.000370	-0.131409	-0.000370	1.000009	0.159912	
1803	0.999852	0.000639	-0.245117	-0.000639	0.999852	0.591125	
1804	0.999932	0.000194	0.024658	-0.000194	0.999932	0.079346	
1805	0.999928	0.000499	-0.282593	-0.000499	0.999928	0.431519	
1806	0.999974	0.000331	0.070068	-0.000331	0.999974	0.066406	
1807	1.000017	0.000355	-0.175842	-0.000355	1.000017	-0.013062	
1808	0.999545	-0.000251	0.458984	0.000251	0.999545	0.174194	
1809	0.999952	-0.000044	-0.065186	0.000044	0.999952	1.099915	
1810	0.999936	0.000143	-0.030701	-0.000143	0.999936	0.075256	
1811	1.000051	0.000184	-0.205078	-0.000184	1.000051	0.005127	
1812	1.000005	-0.000201	0.169922	0.000201	1.000005	0.109680	
1813	1.000094	-0.000089	0.071533	0.000089	1.000094	0.361877	
1814	0.999819	0.000485	0.158203	-0.000485	0.999819	0.842651	
1815	1.000383	0.000299	-0.148560	-0.000299	1.000383	-0.090088	
1816	0.999751	0.000080	0.137390	-0.000080	0.999751	0.552612	
1817	1.000188	0.000305	-0.261169	-0.000305	1.000188	0.261047	
1818	0.999774	-0.000018	0.505432	0.000018	0.999774	0.602905	
1819	1.000379	0.000180	-0.186951	-0.000180	1.000379	0.465332	
1820	0.999923	0.000036	0.344666	-0.000036	0.999923	0.545105	
1821	1.000303	0.000026	-0.256287	-0.000026	1.000303	0.294800	
1822	0.999992	0.000116	0.049194	-0.000116	0.999992	0.396240	
1823	1.000146	0.000075	0.030884	-0.000075	1.000146	0.215576	
1824	1.000104	0.000378	-0.339783	-0.000378	1.000104	1.002747	
1825	1.000242	0.000061	-0.048523	-0.000061	1.000242	0.860535	
1826	0.999723	0.000593	-0.092712	-0.000593	0.999723	1.591553	
1827	0.999899	0.000030	-0.123108	-0.000030	0.999899	0.510559	
1828	0.999889	0.000250	-0.292603	-0.000250	0.999889	0.094421	
1829	1.000067	0.000475	-0.068787	-0.000475	1.000067	-0.267517	
1830	0.999987	-0.000009	-0.017090	0.000009	0.999987	-0.071533	
1831	1.000234	0.000171	-0.533508	-0.000171	1.000234	0.943542	
1832	0.999753	-0.000140	0.283752	0.000140	0.999753	0.370056	
1833	1.000154	0.000425	0.030945	-0.000425	1.000154	0.452881	
1834	1.000594	0.000190	-0.066162	-0.000190	1.000594	-0.283691	
1835	1.000130	0.000159	-0.143921	-0.000159	1.000130	-0.038208	
1836	0.999950	0.000081	-0.062866	-0.000081	0.999950	0.205444	
1837	1.000249	-0.000206	-0.102905	0.000206	1.000249	0.526733	
1838	0.999872	-0.000103	0.203003	0.000103	0.999872	0.469910	
1839	1.000206	0.000266	-0.189636	-0.000266	1.000206	-0.030701	
1840	0.999976	0.000213	-0.011719	-0.000213	0.999976	0.282776	
1841	1.000242	0.000106	-0.050781	-0.000106	1.000242	-0.318054	
1842	0.999947	0.000267	-0.092224	-0.000267	0.999947	0.290405	
1843	1.000164	0.000476	-0.642212	-0.000476	1.000164	-0.059875	
1844	0.999979	0.000372	-0.049133	-0.000372	0.999979	0.188110	
1845	1.000123	0.000273	-0.225891	-0.000273	1.000123	-0.046082	
1846	0.999861	-0.000072	0.456238	0.000072	0.999861	-0.230591	
1847	1.000151	0.000050	-0.119629	-0.000050	1.000151	-0.014771	
1848	0.999868	-0.000164	0.242065	0.000164	0.999868	-0.169983	
1849	1.000315	0.000293	-0.296692	-0.000293	1.000315	-0.294189	
1850	0.999533	0.000892	0.081238	-0.000892	0.999533	0.069824	
1851	1.000051	0.000103	-0.042603	-0.000103	1.000051	-0.140381	
1852	0.999879	0.000531	-0.256836	-0.000531	0.999879	0.216309	
1853	1.000419	0.000235	-0.183655	-0.000235	1.000419	-0.368347	
1854	0.999756	0.000314	0.246033	-0.000314	0.999756	0.008789	
1855	1.000169	0.000411	-0.617615	-0.000411	1.000169	0.001343	
1856	0.999616	-0.000258	0.504700	0.000258	0.999616	-0.911255	
1857	1.000340	0.000748	-0.320068	-0.000748	1.000340	0.241272	
1858	0.999688	-0.000316	0.025696	0.000316	0.999688	-0.324646	
1859	0.999786	0.000471	-0.216919	-0.000471	0.999786	0.042725	
1860	0.999880	0.000245	-0.119995	-0.000245	0.999880	0.034729	
1861	0.999877	0.000173	0.019714	-0.000173	0.999877	0.010925	
1862	0.999745	0.000043	0.301270	-0.000043	0.999745	-0.508057	
1863	0.999375	0.001348	-0.141846	-0.001348	0.999375	0.675415	
1864	0.999786	0.000354	-0.057617	-0.000354	0.999786	-0.232727	
1865	1.000091	-0.000057	-0.065247	0.000057	1.000091	-0.171692	
1866	1.000021	-0.000102	0.268616	0.000102	1.000021	-0.567322	
1867	1.000213	0.000558	-0.525024	-0.000558	1.000213	-0.258789	
1868	0.999717	0.000695	-0.043701	-0.000695	0.999717	0.256287	
1869	0.999729	0.000467	-0.173218	-0.000467	0.999729	-0.425842	
1870	0.999833	0.000025	0.193542	-0.000025	0.999833	-0.026855	
1871	0.999910	0.000518	0.037231	-0.000518	0.999910	-0.023926	
1872	0.999656	0.000750	-0.608887	-0.000750	0.999656	0.163574	
1873	1.000081	0.001088	-0.260254	-0.001088	1.000081	0.497803	
1874	0.999956	0.000520	-0.077393	-0.000520	0.999956	-0.102905	
1875	1.000063	0.000393	-0.419861	-0.000393	1.000063	-0.319580	
1876	0.999705	0.000373	0.040161	-0.000373	0.999705	0.312866	
1877	1.000181	0.000314	-0.429199	-0.000314	1.000181	-0.342712	
1878	1.000022	0.000272	-0.181580	-0.000272	1.000022	-0.148315	
1879	1.000389	0.000977	-0.686218	-0.000977	1.000389	-0.191101	
1880	0.999606	-0.000021	0.289856	0.000021	0.999606	-0.628601	
1881	1.000138	0.000628	-0.456604	-0.000628	1.000138	-0.147888	
1882	0.999626	0.001480	-0.180664	-0.001480	0.999626	0.641479	
1883	1.000261	0.000534	-0.491638	-0.000534	1.000261	0.046082	
1884	0.999564	0.001001	-0.401062	-0.001001	0.999564	0.388000	
1885	1.000547	0.001579	-1.196594	-0.001579	1.000547	-0.239319	
1886	0.999586	0.000603	-0.223328	-0.000603	0.999586	0.304810	
1887	1.000145	0.000184	-0.275146	-0.000184	1.000145	-0.297974	
1888	0.998946	0.001680	0.206238	-0.001680	0.998946	1.602539	
1889	1.000147	0.000551	-0.252686	-0.000551	1.000147	0.238586	
1890	0.999914	-0.000009	0.255554	0.000009	0.999914	-0.477905	
1891	1.000247	-0.000003	-0.194397	0.000003	1.000247	-0.491638	
1892	0.999806	-0.000067	0.214050	0.000067	0.999806	-0.243225	
1893	1.000126	0.000253	-0.076599	-0.000253	1.000126	-0.097717	
1894	0.999671	0.000350	0.159424	-0.000350	0.999671	-0.006470	
1895	1.000119	0.000352	-0.239807	-0.000352	1.000119	-0.489746	
1896	0.999856	0.000077	0.029297	-0.000077	0.999856	-0.308289	
1897	0.999972	0.000003	-0.105103	-0.000003	0.999972	-0.270203	
1898	0.999425	0.000812	-0.008789	-0.000812	0.999425	0.333069	
1899	1.000131	0.000212	-0.136536	-0.000212	1.000131	-0.501465	
1900	0.999701	0.000747	-0.266235	-0.000747	0.999701	0.071106	
1901	0.999849	0.000687	-0.357361	-0.000687	0.999849	-0.250366	
1902	0.999827	0.000037	0.025024	-0.000037	0.999827	-0.435791	
1903	0.999812	0.000442	-0.266907	-0.000442	0.999812	0.201111	
1904	0.999864	0.000039	0.094055	-0.000039	0.999864	-0.074707	
1905	0.999914	-0.000086	0.087158	0.000086	0.999914	-0.560059	
1906	0.999931	0.000215	-0.017761	-0.000215	0.999931	-0.097778	
1907	1.000236	0.000047	-0.217529	-0.000047	1.000236	-0.428772	
1908	0.999733	0.000160	0.252319	-0.000160	0.999733	-0.354492	
1909	0.999268	0.001053	0.048706	-0.001053	0.999268	0.661255	
1910	0.999681	0.000204	0.051208	-0.000204	0.999681	-0.214447	
1911	1.000382	0.000649	-0.490173	-0.000649	1.000382	-0.650818	
1912	0.999620	0.000439	0.304321	-0.000439	0.999620	-0.127075	
1913	1.000178	-0.000052	0.175537	0.000052	1.000178	-0.583496	
1914	0.999902	0.000417	-0.398865	-0.000417	0.999902	-0.374390	
1915	1.000133	0.000356	-0.206909	-0.000356	1.000133	-0.137817	
1916	0.999795	0.000476	0.083069	-0.000476	0.999795	0.347839	
1917	0.999997	0.000528	-0.266541	-0.000528	0.999997	-0.460632	
1918	0.999763	0.000330	0.079163	-0.000330	0.999763	0.043579	
1919	1.000360	0.000187	-0.376587	-0.000187	1.000360	-0.132935	
1920	0.999690	0.000196	0.203979	-0.000196	0.999690	-0.527527	
1921	0.999982	0.000057	0.057251	-0.000057	0.999982	-0.133545	
1922	0.999878	0.000328	0.049377	-0.000328	0.999878	0.046875	
1923	1.000170	0.000716	-0.558411	-0.000716	1.000170	0.009827	
1924	1.000031	0.000652	-0.220642	-0.000652	1.000031	0.023926	
1925	1.000034	0.000361	-0.153992	-0.000361	1.000034	0.127563	
1926	0.999968	0.000544	-0.196594	-0.000544	0.999968	0.128540	
1927	1.000191	0.000830	-0.339111	-0.000830	1.000191	0.117493	
1928	0.999908	-0.000014	0.241882	0.000014	0.999908	-0.289307	
1929	1.000246	0.000343	-0.309631	-0.000343	1.000246	-0.611450	
1930	0.999942	0.000143	0.146912	-0.000143	0.999942	0.085876	
1931	0.999991	0.000524	-0.364929	-0.000524	0.999991	0.018555	
1932	0.999884	0.000472	0.089600	-0.000472	0.999884	0.320190	
1933	1.000096	0.000125	-0.106628	-0.000125	1.000096	-0.140320	
1934	1.000266	0.000051	-0.381470	-0.000051	1.000266	-0.215607	
1935	1.000029	0.000225	-0.045715	-0.000225	1.000029	-0.090210	
1936	0.999674	0.000688	-0.191772	-0.000688	0.999674	0.180298	
1937	1.000045	0.000765	-0.016296	-0.000765	1.000045	-0.162231	
1938	0.999916	0.000819	-0.435913	-0.000819	0.999916	0.215759	
1939	0.999786	0.000656	-0.248474	-0.000656	0.999786	0.248352	
1940	0.999996	0.000896	-0.721375	-0.000896	0.999996	0.672363	
1941	0.999811	0.000416	0.157410	-0.000416	0.999811	0.242126	
1942	1.000000	0.000440	-0.070251	-0.000440	1.000000	0.039429	
1943	0.999681	0.001950	-1.039795	-0.001950	0.999681	0.961731	
1944	0.999914	0.000048	0.055847	-0.000048	0.999914	0.027100	
1945	1.000113	0.000794	-0.246826	-0.000794	1.000113	0.424500	
1946	0.999883	0.000402	-0.061218	-0.000402	0.999883	0.378296	
1947	0.999929	0.000185	-0.023682	-0.000185	0.999929	0.055725	
1948	0.999782	0.000445	-0.048279	-0.000445	0.999782	0.035095	
1949	1.000011	0.000195	0.556030	-0.000195	1.000011	-0.044556	
1950	0.999792	0.000044	-0.281433	-0.000044	0.999792	0.104492	
1951	1.000138	0.000343	-0.154053	-0.000343	1.000138	0.157593	
1952	1.000026	-0.000172	0.197388	0.000172	1.000026	-0.175720	
1953	1.000018	0.000230	0.013062	-0.000230	1.000018	-0.067383	
1954	1.000005	0.000010	0.039429	-0.000010	1.000005	-0.054443	
1955	1.000038	0.000004	-0.006775	-0.000004	1.000038	0.150085	
1956	1.000049	0.000293	-0.265076	-0.000293	1.000049	0.111511	
1957	0.999574	0.001318	-0.168823	-0.001318	0.999574	0.865723	
1958	1.000141	0.000145	-0.243469	-0.000145	1.000141	-0.054871	
1959	1.000062	-0.000059	0.030579	0.000059	1.000062	0.105347	
1960	0.999905	0.000396	-0.137268	-0.000396	0.999905	0.303894	
1961	1.000083	0.000259	-0.068665	-0.000259	1.000083	0.084106	
1962	0.999903	0.000178	0.097595	-0.000178	0.999903	0.088318	
1963	1.000050	-0.000006	0.082275	0.000006	1.000050	0.237915	
1964	0.999866	0.000542	-0.183594	-0.000542	0.999866	0.415100	
1965	0.999990	0.000309	-0.054504	-0.000309	0.999990	-0.042419	
1966	1.000148	-0.000240	-0.051514	0.000240	1.000148	-0.300293	
1967	0.999701	0.000455	0.207703	-0.000455	0.999701	0.060486	
1968	1.000113	-0.000157	-0.034607	0.000157	1.000113	-0.297302	
1969	1.000027	0.000301	-0.120667	-0.000301	1.000027	0.069824	
1970	0.999893	0.000720	-0.173584	-0.000720	0.999893	0.520569	
1971	0.999784	0.000106	0.109863	-0.000106	0.999784	0.009827	
1972	0.999955	-0.000097	0.117798	0.000097	0.999955	0.092773	
1973	0.999613	-0.000475	0.654541	0.000475	0.999613	-0.238953	
1974	0.999827	0.000754	-0.278076	-0.000754	0.999827	0.576538	
1975	0.999812	0.000346	-0.069397	-0.000346	0.999812	0.037109	
1976	1.000461	0.000579	-0.403381	-0.000579	1.000461	-0.163025	
1977	1.000384	-0.000063	-0.210754	0.000063	1.000384	-0.380859	
1978	1.000249	0.000589	-0.494629	-0.000589	1.000249	0.093018	
1979	1.000162	0.000148	-0.091431	-0.000148	1.000162	0.238098	
1980	0.999868	-0.000242	0.310059	0.000242	0.999868	-0.175293	
1981	0.999956	0.000411	0.000610	-0.000411	0.999956	-0.025574	
1982	1.000100	0.000802	-0.539124	-0.000802	1.000100	0.100891	
1983	0.999915	0.000462	-0.009705	-0.000462	0.999915	0.325958	
1984	0.999153	-0.000165	0.910828	0.000165	0.999153	-0.391205	
1985	1.000074	0.000303	-0.125549	-0.000303	1.000074	0.168427	
1986	1.000045	-0.000182	0.170166	0.000182	1.000045	-0.426514	
1987	1.000180	-0.000035	-0.208069	0.000035	1.000180	-0.137573	
1988	1.000272	0.000407	-0.391968	-0.000407	1.000272	0.048950	
1989	1.000196	-0.000001	0.087769	0.000001	1.000196	0.083557	
1990	1.000110	0.000096	-0.145386	-0.000096	1.000110	-0.060760	
1991	0.999939	0.000766	-0.425598	-0.000766	0.999939	0.305298	
1992	0.999951	0.000906	-0.466675	-0.000906	0.999951	0.507568	
1993	1.000074	0.000272	-0.313904	-0.000272	1.000074	-0.026154	
1994	1.000156	0.000341	-0.239685	-0.000341	1.000156	0.171173	
1995	0.999950	0.000547	-0.270508	-0.000547	0.999950	0.137024	
1996	1.000491	0.001019	-0.968079	-0.001019	1.000491	-0.005371	
1997	0.999675	0.000370	0.009766	-0.000370	0.999675	0.214783	
1998	1.000193	0.000767	-0.866882	-0.000767	1.000193	0.244202	
1999	1.000027	0.000067	-0.231018	-0.000067	1.000027	0.210327	
2000	0.999973	0.000273	-0.065674	-0.000273	0.999973	0.448639	
2001	1.000239	0.000400	-0.274658	-0.000400	1.000239	0.165771	
2002	0.999357	0.000692	-0.060242	-0.000692	0.999357	0.709229	
2003	1.000197	0.000244	-0.235352	-0.000244	1.000197	-0.071106	
2004	0.999653	0.000567	-0.083801	-0.000567	0.999653	0.303589	
2005	0.999751	0.000645	-0.153687	-0.000645	0.999751	0.213623	
2006	1.000085	0.000427	-0.117432	-0.000427	1.000085	0.089905	
2007	1.000060	0.000486	-0.480957	-0.000486	1.000060	0.043579	
2008	1.000023	0.000066	-0.085938	-0.000066	1.000023	-0.136475	
2009	1.000004	0.000659	0.087341	-0.000659	1.000004	0.299622	
2010	0.999590	0.001384	-0.933899	-0.001384	0.999590	0.809143	
2011	1.000047	0.000541	-0.081787	-0.000541	1.000047	0.181641	
2012	1.000059	0.000203	-0.093079	-0.000203	1.000059	0.036499	
2013	1.000048	0.000594	-0.087341	-0.000594	1.000048	0.287811	
2014	0.999781	0.000864	-0.089722	-0.000864	0.999781	0.456360	
2015	1.000065	-0.000039	0.117981	0.000039	1.000065	-0.191772	
2016	0.999944	0.000421	-0.144470	-0.000421	0.999944	-0.252625	
2017	1.000018	0.000791	-0.283508	-0.000791	1.000018	0.232117	
2018	0.999879	0.000385	-0.013855	-0.000385	0.999879	-0.081177	
2019	0.999978	0.000635	-0.281128	-0.000635	0.999978	0.501038	
2020	0.999783	0.000035	0.158936	-0.000035	0.999783	0.185974	
2021	1.000203	0.000220	0.002808	-0.000220	1.000203	0.012512	
2022	0.999686	0.000383	0.218750	-0.000383	0.999686	0.248413	
2023	1.000046	0.000041	-0.000061	-0.000041	1.000046	-0.221558	
2024	1.000039	0.000534	-0.294922	-0.000534	1.000039	0.049744	
2025	1.000091	0.000305	-0.174072	-0.000305	1.000091	0.044800	
2026	1.000108	0.000837	-0.026001	-0.000837	1.000108	-0.009827	
2027	1.000219	-0.000222	0.007812	0.000222	1.000219	-0.637329	
2028	1.000077	0.000605	-0.549683	-0.000605	1.000077	0.033142	
2029	1.000184	0.000076	-0.198730	-0.000076	1.000184	-0.124268	
2030	0.999825	0.000414	0.133667	-0.000414	0.999825	0.342041	
2031	1.000218	0.001068	-0.787231	-0.001068	1.000218	-0.078796	
2032	0.999996	0.000505	-0.379944	-0.000505	0.999996	-0.046265	
2033	1.000104	0.000465	-0.070129	-0.000465	1.000104	-0.276794	
2034	1.000015	0.000332	-0.082336	-0.000332	1.000015	0.028442	
2035	1.000225	0.000302	-0.181213	-0.000302	1.000225	-0.002625	
2036	0.999856	0.000578	0.212219	-0.000578	0.999856	0.106140	
2037	1.000564	0.001527	-1.331604	-0.001527	1.000564	0.442017	
2038	0.999873	0.000082	0.190979	-0.000082	0.999873	-0.000061	
2039	1.000421	0.000046	-0.244873	-0.000046	1.000421	-0.330811	
2040	0.999630	0.000351	0.292603	-0.000351	0.999630	0.242188	
2041	1.001014	0.000981	-1.012817	-0.000981	1.001014	-0.484985	
2042	0.999849	0.000243	0.161865	-0.000243	0.999849	0.059875	
2043	1.000366	0.000012	-0.196838	-0.000012	1.000366	-0.368469	
2044	1.000094	0.000318	-0.118347	-0.000318	1.000094	0.043884	
2045	1.000233	0.000278	0.106079	-0.000278	1.000233	-0.226868	
2046	0.999868	0.000329	-0.060730	-0.000329	0.999868	0.000061	
2047	1.000546	0.000075	-0.383301	-0.000075	1.000546	-0.727356	
2048	0.999959	0.000099	0.082642	-0.000099	0.999959	-0.187378	
2049	1.000198	0.000516	-0.319580	-0.000516	1.000198	0.103088	
2050	0.999987	0.000387	0.073059	-0.000387	0.999987	-0.244446	
2051	1.000119	0.000370	-0.092468	-0.000370	1.000119	0.189880	
